objectid,site_name,address,phone_number,category,zip_code,temporary_closure,category_type,site_key,status,website,x,y,hours_mon_start1,hours_mon_end1,hours_mon_start2,hours_mon_end2,hours_mon_exceptions,hours_tues_start1,hours_tues_end1,hours_tues_start2,hours_tues_end2,hours_tues_exceptions,hours_wed_start1,hours_wed_end1,hours_wed_start2,hours_wed_end2,hours_wed_exceptions,hours_thurs_start1,hours_thurs_end1,hours_thurs_start2,hours_thurs_end2,hours_thurs_exceptions,hours_fri_start1,hours_fri_end1,hours_fri_start2,hours_fri_end2,hours_fri_exceptions,hours_sat_start1,hours_sat_end1,hours_sat_start2,hours_sat_end2,hours_sat_exceptions,hours_sun_start1,hours_sun_end1,hours_sun_start2,hours_sun_end2,hours_sun_exceptions,email,seasonally_closed
903,Chosen 300 West,3959 Lancaster Ave,215-765-9806,Office of Homeless Services,19104,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,-75.2020146,39.96314357,18:00:00,19:00:00,,,,,,,,,,,,,,,,,,,18:00:00,19:00:00,,,,,,,,,9:00:00,10:00:00,,,,,
904,UC Hospitality Coalition,3637 Chestnut St,610-639-4395,Office of Homeless Services,19104,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,-75.19620209,39.95522014,18:00:00,19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,UC Hospitality Coalition,38th and Ludlow St,610-639-4395,Office of Homeless Services,19104,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,-75.19802957,39.95578897,,,,,,,,,,,18:00:00,19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
906,UC Hospitality Coalition,3619 Locust Walk,610-639-4395,Office of Homeless Services,19104,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,-75.1958239,39.95226692,,,,,,,,,,,,,,,,18:00:00,19:00:00,,,,,,,,,,,,,,,,,,,,
907,UC Hospitality Coalition,401 S 42nd St,610-639-4395,Office of Homeless Services,19104,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,-75.20689287,39.95094109,,,,,,,,,,,,,,,,,,,,,18:00:00,19:00:00,,,,,,,,,,,,,,,
909,Face to Face,123 E. Price St,215-438-7939,Office of Homeless Services,19144,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,-75.17409666,40.03836871,9:00:00,14:45:00,,,,,,,,,,,,,,9:00:00,14:45:00,,,,9:00:00,14:45:00,,,,9:00,14:45,,,,9:00:00,14:45:00,,,,,
910,Salvation Army,1920 E Allegheny Ave,215-739-2365,Office of Homeless Services,19134,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,-75.11215464,39.99463695,11:00:00,16:00:00,,,,11:00:00,16:00:00,,,,11:00:00,14:00:00,,,,18:00:00,21:00:00,,,,,,,,,,,,,,,,,,,,
911,Our Brothers Place,907 Hamilton St,215-985-1600,Office of Homeless Services,19123,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,-75.15378075,39.96022849,12:00:00,13:00:00,,,,12:00:00,13:00:00,,,,12:00:00,13:00:00,,,,12:00:00,13:00:00,,,,12:00:00,13:00:00,,,,,,,,,,,,,,,
913,Mt. Tabor AME Church,961 N. 7th St,215-574-1310,Office of Homeless Services,19123,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,-75.14823053,39.96908178,12:00:00,13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Bethel Presbyterian Church,1800 W York St,215-228-0328,Office of Homeless Services,19132,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,-75.16384903,39.99032587,,,,,,,,,,,,,,,,,,,,,,,,,,14:00,16:00,,,,,,,,,,
915,St. John's Hospice,1221 Race St,215-563-7763,Office of Homeless Services,19107,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,-75.15998564,39.955993,12:00:00,13:00:00,16:00:00,16:30:00,,12:00:00,13:00:00,,,,12:00:00,13:00:00,16:00:00,16:30:00,,12:00:00,13:00:00,16:00:00,17:00:00,Open on third Thursday of the month from 4-5 pm,12:00:00,13:00:00,16:00:00,16:30:00,,,,,,,,,,,,,
921,FAWN Food Pantry at Tilden Middle School,6601 Elmwood Ave (enter by parking lot on 66th St.),445-216-9766,PHILABUNDANCE,19142,,Food Site,,Active,https://www.philabundance.org/,-75.23233806,39.92161536,,,,,,,,,,,,,,,,,,,,,10:00:00,14:00:00,,,,,,,,,,,,,,,
923,Community Center at Visitation,2646 Kensington Ave,215-426-9422,PHILABUNDANCE,19125,,Food Site,,Active,https://nutritionaldevelopmentservices.org/,-75.12621979,39.98974959,9:00:00,12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,5th District and Friends at John F. Street Community Center,1100 Poplar St.,215-645-2833,PHILABUNDANCE,19123,,Food Site,,Active,https://www.philabundance.org/,-75.15297373,39.96851304,,,,,,,,,,,,,,,,,,,,,14:00:00,15:00:00,,,,,,,,,,,,,,,
926,Catholic Social Services Southwest Family Service Center,6214 Grays Ave,215-724-8550,Nutritional Development Services,19142,,Food Site,,Active,https://nutritionaldevelopmentservices.org/,-75.22823286,39.92565787,,,,,,,,,,,10:00:00,14:00:00,,,,,,,,,10:00:00,14:00:00,,,,,,,,,,,,,,,
927,Catholic Social Services Northeast Family Service Center,7340 Jackson St,,Nutritional Development Services,19136,,Food Site,,Active,https://nutritionaldevelopmentservices.org/,-75.03538796,40.03323638,9:00:00,12:00:00,,,,,,,,,9:00:00,12:00:00,,,,,,,,,9:00:00,12:00:00,,,,,,,,,,,,,,,
928,Dreuding Center,1321 N. Lawrence St. Door Number 10,215-787-3263,Nutritional Development Services,19122,,Food Site,,Active,https://nutritionaldevelopmentservices.org/,-75.14347187,39.97202578,,,,,,9:00:00,12:00:00,,,,,,,,,15:00:00,17:00:00,,,,,,,,,,,,,,,,,,,,
929,Lutheran Settlement Food Cupboard,1340 Frankford Ave,215-426-8610,Nutritional Development Services,19125,,Food Site,,Active,https://nutritionaldevelopmentservices.org/,-75.13459286,39.97137383,9:00:00,15:00:00,,,,9:00:00,15:00:00,,,,9:00:00,15:00:00,,,,9:00:00,15:00:00,,,,9:00:00,15:00:00,,,,,,,,,,,,,,,
930,Mission of St. Joan of Arc Food Cupboard,3550 Frankford Ave,215-535-4641,Nutritional Development Services,19134,,Food Site,,Active,https://nutritionaldevelopmentservices.org/,-75.1023081,39.99783009,,,,,,10:00:00,12:00:00,,,,,,,,,10:00:00,12:00:00,,,,,,,,,,,,,,,,,,,,
931,Our Lady of Hope,5200 N. Broad St,215-868-1390,Nutritional Development Services,19141,,Food Site,,Active,https://nutritionaldevelopmentservices.org/,-75.14650947,40.03240392,14:00:00,16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Rodeph Shalom,1339 Green St.,215-627-6747,Nutritional Development Services,19123,,Food Site,,Active,https://nutritionaldevelopmentservices.org/,-75.16080077,39.96362942,,,,,,,,,,,8:15:00,10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
933,St. Barbara,5359 Lebanon Ave (side entrance),215-473-1044,Nutritional Development Services,19131,,Food Site,,Active,https://nutritionaldevelopmentservices.org/,-75.2318589,39.98769168,,,,,,11:00:00,12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Padre Pio Prayer Center Food Distribution (St. Joachim),1527 Church St,215-288-3081,Nutritional Development Services,19124,,Food Site,,Active,https://nutritionaldevelopmentservices.org/,-75.08971093,40.0118811,,,,,,,,,,,,,,,,11:00:00,11:30:00,,,,,,,,,,,,,,,,,,,,
939,McClure Elementary School,600 W Hunting Park Ave,215-900-4286,PHILABUNDANCE,19140,,Food Site,,Active,https://www.philabundance.org/,-75.13757701,40.01516584,,,,,,,,,,,,,,,,14:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,
942,Bebashi,1235 Spring Garden St,215-769-3561,PHILABUNDANCE,19123,,Food Site,,Active,https://www.philabundance.org/,-75.15885818,39.96215034,10:00:00,16:00:00,,,,10:00:00,16:00:00,,,,10:00:00,16:00:00,,,,10:00:00,16:00:00,,,,10:00:00,16:00:00,,,,,,,,,,,,,,,
946,Better Tomorrows - West Poplar Apartments,637 N. 13th St,,PHILABUNDANCE,19123,,Food Site,,Active,https://www.philabundance.org/,-75.1585106,39.96463255,,,,,,,,,,,9:00:00,17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
962,Mighty Writers West,3520 Fairmount Ave.,"215-895-3470, OPTION 1",NDS,19104,,Student Meal Site,,Permanently Closed,https://nutritionaldevelopmentservices.org/,-75.19409364,39.96600487,9:00:00,9:30:00,12:00:00,12:30:00,,9:00:00,9:30:00,12:00:00,12:30:00,,9:00:00,9:30:00,12:00:00,12:30:00,,9:00:00,9:30:00,12:00:00,12:30:00,,9:00:00,9:30:00,12:00:00,12:30:00,,,,,,,,,,,,,
1003,Mitzvah Food Program Northeast,10100 Jamison Ave.,215-832-0625,SHARE FOOD PROGRAM,19116,,Food Site,,Active,https://www.sharefoodprogram.org/,-75.02136877,40.10039099,,,,,,13:00:00,18:30:00,,,,10:00:00,15:30:00,,,,10:00:00,15:30:00,,,Some hours are by appointment only. Contact the site for more information.,10:00:00,13:00:00,,,Some hours are by appointment only.  Contact the site for more information.,,,,,,,,,,,,
1101,Dobbins Technical High School,2150 W Lehigh Ave.,215-301-2667; 267-312-5229,PHILABUNDANCE,19132,,Food Site,,Active,https://www.philabundance.org/,-75.16671554,39.99518165,,,,,,,,,,,11:30:00,13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Gideon School,2817 W Glenwood Ave.,215-301-5384,PHILABUNDANCE,19121,,Food Site,,Active,https://www.philabundance.org/,-75.18059052,39.98433999,,,,,,,,,,,12:00:00,13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
1225,"Temple University Hospital, Episcopal Campus",100 E. Lehigh Ave.,215-707-0305,SHARE FOOD PROGRAM,19125,,Food Site,,Active,https://www.sharefoodprogram.org/,-75.12921283,39.99001439,,,,,,,,,,,,,,,,14:00:00,15:15:00,,,,,,,,,,,,,,,,,,,,
1227,New Hope AME Zion Church,5802 Musgrave St.,215-668-9703,SHARE FOOD PROGRAM,19144,,Food Site,,Active,https://www.sharefoodprogram.org/,-75.16892025,40.04400408,,,,,,,,,,,,,,,,,,,,,,,,,,11:00,13:00,,,Open on first and third Saturdays of the month,,,,,,,
1231,New Disciples Ministries,6301 Kingsessing Ave.,267-593-1158,SHARE FOOD PROGRAM,19143,,Food Site,,Active,https://www.sharefoodprogram.org/,-75.23581471,39.92884765,,,,,,,,,,,,,,,,,,,,,,,,,,9:00,14:00,,,Open on second and fourth Saturdays of the month,,,,,,,
1235,Feed Philly Now,2819 N Mascher St,267-702-0134,Small Things Philly,19133,,Food Site,,Active,https://www.smallthingsphilly.org/,-75.13218184,39.99322673,16:00:00,18:00:00,,,,16:00:00,18:00:00,,,,16:00:00,18:00:00,,,,16:00:00,18:00:00,,,,16:00:00,18:00:00,,,,,,,,,,,,,,,
1237,Philadelphia Masjid,4700 Wyalusing Ave.,215-475-7597,SHARE FOOD PROGRAM,19131,,Food Site,,Active,https://www.sharefoodprogram.org/,-75.21622662,39.96986827,,,,,,,,,,,,,,,,11:00:00,13:00:00,,,,,,,,,,,,,,,,,,,,
1243,CDA Philadelphia Ministry,301 Saint Vincent St,215-888-0272,Small Things Philly,19111,,Food Site,,Active,https://www.smallthingsphilly.org/,-75.08771344,40.06078846,,,,,,,,,,,14:00:00,17:00:00,,,,,,,,,10:00:00,13:00:00,,,,,,,,,,,,,,,
1245,Concilio,141 E Hunting Park Ave,215-627-3100 Ext 258,Small Things Philly,19124,,Food Site,,Active,https://www.smallthingsphilly.org/,-75.12377796,40.01371829,,,,,,11:00:00,14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,New Covenant Church Cheltenham,4201 Princeton Ave,267-702-0134,Small Things Philly,19135,,Food Site,,Active,https://www.smallthingsphilly.org/,-75.04313714,40.03326816,,,,,,12:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,OCCCDA (Howell St.),900 E Howell St,215-586-9551,SHARE FOOD PROGRAM,19149,,Food Site,,Active,https://www.sharefoodprogram.org/,-75.09109297,40.03829077,,,,,,,,,,,,,,,,10:00:00,16:00:00,,,"Open on first, second, third, and fifth Thursdays of the month",,,,,,,,,,,,,,,,,
1251,Firm Hope Baptist Church,2311 E Auburn St,215 634 2486,Small Things Philly,19134,,Food Site,,Active,https://www.smallthingsphilly.org/,-75.11516023,39.98516475,,,,,,,,,,,,,,,,10:00:00,14:00:00,,,,,,,,,,,,,,,,,,,,
1253,South Philadelphia High School,2101 Broad St,215-847-5154,PHILABUNDANCE,19148,,Food Site,,Active,https://www.philabundance.org/,-75.16875455,39.92342268,,,,,,14:00:00,15:00:00,,,Open on the second and fourth Tuesdays of the month,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,Allegheny West Foundation,3101 N. 22nd St.,215-225-1019,SHARE FOOD PROGRAM,19132,,Food Site,,Active,https://www.sharefoodprogram.org/,-75.1658706,40.002056,10:00:00,12:00:00,,,,10:00:00,12:00:00,,,,10:00:00,12:00:00,,,,10:00:00,12:00:00,,,,10:00:00,14:00:00,,,,,,,,,,,,,,,
1255,University City Hospitality Coalition Hillel,215 S 39th St.,610-639-4395,Office of Homeless Services,19104,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,-75.20048616,39.95265454,,,,,,,,,,,,,,,,,,,,,,,,,,<Null>,<Null>,,,,18:00:00,19:00:00,,,,,
1256,Old First Reformed United Church of Christ,151 N. 4th St.,215-922-4566,Office of Homeless Services,19106,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,-75.14620403,39.9537641,,,,,,,,,,,,,,,,,,,,,,,,,,9:00,10:00,,,,17:00:00,18:00:00,,,,,
1258,South Philly Community Fridge at BOK Building,1901 S. 9th St.,southphlcommunityfridge@gmail.com,Community Refrigerators,19148,,Food Site,,Active,https://southphillyfridge.com/,-75.16001603,39.92528785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,Bebashi Community Fridge,1235 Spring Garden St.,215-769-3561,Community Refrigerators,19123,,Food Site,,Active,https://www.bebashi.org/food-and-support/,-75.15860053,39.96216055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,East Falls Community Fridge at Vault + Vine,3507 Midvale Ave.,eastfallscommunityfridge@gmail.com,Community Refrigerators,19129,,Food Site,,Active,https://eastfallscommunityfridge.com/,-75.19259686,40.01365287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,Fridges and Family at the People's Kitchen,1149 S. 9th St.,southphlcommunityfridge@gmail.com,Community Refrigerators,19147,,Food Site,,Active,https://southphillyfridge.com/,-75.1586758,39.93501352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Germantown Community Fridge,20 W. Armat St.,germantownfridge@gmail.com,Community Refrigerators,19144,,Food Site,,Active,https://www.germantowncommunityfridge.com/,-75.17406988,40.03464838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,Germantown Community Fridge,19 E. High St.,germantownfridge@gmail.com,Community Refrigerators,19144,,Food Site,,Active,https://www.germantowncommunityfridge.com/,-75.17729185,40.03978078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,South Philly Community Fridge at Mifflin Sq. Park,516 Wolf St.,southphlcommunityfridge@gmail.com,Community Refrigerators,19148,,Food Site,,Active,https://southphillyfridge.com/,-75.15637696,39.92005851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,Umoja Community Fridge at North Philly Peace Park,2226 West Jefferson St.,umojafridge@gmail.com,Community Refrigerators,19121,,Food Site,,Active,https://www.instagram.com/umojacommunityfridge/?utm_medium=copy_link,-75.17210739,39.97746454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,Bethany Indonesian Church,1709 South Broad St,(215) 833-2923 / (267) 773-2208,PHILABUNDANCE,19148,,Food Site,,Active,https://www.philabundance.org/,-75.16836781,39.92894126,,,,,,,,,,,,,,,,9:00:00,10:30:00,,,,,,,,,,,,,,,,,,,,
1275,Feast for Friends,6001 Colgate St.,(215) 921-1689,PHILABUNDANCE,19111,,Food Site,,Active,https://www.philabundance.org/,-75.10014905,40.04464767,,,,,,9:30:00,11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,John Welsh School,2331 N. 4th Street,215-400-7130,PHILABUNDANCE,19133,,Food Site,,Active,https://www.philabundance.org/,-75.13924747,39.98660435,,,,,,,,,,,8:00:00,10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
1279,Kingdom Restoration Ministries,5310 N. 8th St.,267-336-7815,PHILABUNDANCE,19120,,Food Site,,Active,https://www.philabundance.org/,-75.13670952,40.03316787,,,,,,,,,,,,,,,,,,,,,,,,,,11:00,13:00,,,Open on the third Saturday of the month,,,,,,,
1280,Mi Salud Wellness Center,200 E. Wyoming Ave.,215-220-4421,PHILABUNDANCE,19120,,Food Site,,Active,https://www.philabundance.org/,-75.12222131,40.02100414,17:30:00,19:00:00,,,,,,,,,17:30:00,19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
1281,Project HOME,1845 N 23rd St.,215-235-3110,PHILABUNDANCE,19121,,Food Site,,Active,https://www.philabundance.org/,-75.17173498,39.98312443,10:30:00,12:30:00,,,,17:00:00,19:00:00,,,Open on the third Tuesday of the month,10:30:00,12:30:00,17:00:00,19:00:00,Open on the third Wednesday evening of the month,10:30:00,12:30:00,,,,,,,,,,,,,,,,,,,,
1283,Richard and Friends United in the Community,1921 E Venango St,(267) 679-0884,PHILABUNDANCE,19134,,Food Site,,Active,https://www.philabundance.org/,-75.10220307,39.99959059,13:00:00,18:00:00,,,,13:00:00,18:00:00,,,,13:00:00,18:00:00,,,,13:00:00,18:00:00,,,,13:00:00,18:00:00,,,,,,,,,,,,,,,
1285,The Word in Action International Ministries,1539 W. Courtland Street,215-324-7665,PHILABUNDANCE,19140,,Food Site,,Active,https://www.philabundance.org/,-75.15116168,40.02370488,,,,,,11:00:00,16:00:00,,,,11:00:00,16:00:00,,,,11:00:00,16:00:00,,,,11:00:00,16:00:00,,,,,,,,,,,,,,,
1287,Urban Creators,2315 N. 11th St.,(917) 921-1248,PHILABUNDANCE,19133,,Food Site,,Active,https://www.philabundance.org/,-75.1503022,39.9876218,,,,,,,,,,,15:00:00,17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
1289,Wynne Senior Residences - Penrose,2001 N. 54th St.,267.419.6921,PHILABUNDANCE,19131,,Food Site,,Active,https://www.philabundance.org/,-75.23153483,39.98693481,,,,,,,,,,,,,,,,9:00:00,16:00:00,,,,,,,,,,,,,,,,,,,,
1291,Association of Former Gang Members,1644 W. Susquehanna Ave.,215-980-1151,SHARE FOOD PROGRAM,19121,,Food Site,,Permanently Closed,https://www.sharefoodprogram.org/,-75.16079534,39.98672758,,,,,,,,,,,10:30:00,12:30:00,,,Open on the second and fourth Wednesays of the month,,,,,,,,,,,,,,,,,,,,,,yes
1292,Old St. Joseph's Church,321 Willings Alley,215-923-1733,Office of Homeless Services,19106,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,-75.14759175,39.94657906,,,,,,10:30:00,11:15:00,,,,,,,,,10:30:00,11:15:00,,,,,,,,,10:30,11:15,,,,,,,,,,
1293,Stephen and Sandra Sheller 11th St. Family Health Services,850 N. 11th St.,215-769-1100,Nutritional Development Services,19123,,Food Site,,Active,https://nutritionaldevelopmentservices.org/,-75.1551145,39.96793255,9:00:00,12:00:00,,,,13:00:00,15:00:00,,,,9:00:00,12:00:00,,,,13:00:00,15:00:00,,,,9:00:00,12:00:00,,,,,,,,,,,,,,,
1295,Feast of Justice - Northeast Services Hub,6334 Castor Ave,215-268-3510,SHARE FOOD PROGRAM,19149,,Food Site,,Active,https://www.sharefoodprogram.org/,-75.07853818,40.03856755,,,,,,,,,,,,,,,,10:30:00,12:30:00,,,,,,,,,10:30,13:30,,,,,,,,,,
1364,St. John Memorial Baptist Church,2853 Germantown Ave,,PHILABUNDANCE,19133,,Food Site,,Active,https://www.philabundance.org/,-75.14683638,39.99590174,8:00:00,12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,Catholic Social Services Southwest,6214 Grays Ave.,"215-724-8550, ext. 6",BenePhilly,19142,,Public Benefits,,Active,https://cssphiladelphia.org/family-service-centers/southwest-family-service-center/,-75.22823869,39.92562457,9:30:00,17:30:00,,,,9:30:00,17:30:00,,,,9:30:00,17:30:00,,,,9:30:00,17:30:00,,,,9:30:00,17:30:00,,,,,,,,,,,,,,,
1377,Esperanza,4261 N. 5th St.,"215-324-0746, ext. 108",BenePhilly,19140,,Public Benefits,,Active,https://www.esperanza.us/,-75.13416739,40.0162608,9:00:00,17:00:00,,,,9:00:00,17:00:00,,,,9:00:00,17:00:00,,,,9:00:00,17:00:00,,,,9:00:00,17:00:00,,,,,,,,,,,,,,,
1378,Impact Services,1952 E. Allegheny Ave.,"215-739-1600, ext. 156",BenePhilly,19134,,Public Benefits,,Active,https://www.impactservices.org/,-75.11225925,39.99425745,7:00:00,15:00:00,,,,7:00:00,15:00:00,,,,7:00:00,15:00:00,,,,7:00:00,15:00:00,,,,7:00:00,15:00:00,,,,,,,,,,,,,,,
1379,"Impact Services at PA CareerLink, Northwest",5847 Germantown Ave.,215-298-9292,BenePhilly,19144,,Public Benefits,,Active,https://www.impactservices.org/pa-careerlink-nw-philadelphia,-75.17654958,40.03849176,8:30:00,16:30:00,,,,8:30:00,16:30:00,,,,8:30:00,16:30:00,,,,8:30:00,16:30:00,,,,8:30:00,16:30:00,,,,,,,,,,,,,,,
1380,Philadelphia FIGHT,1233 Locust St.,215-525-8636,BenePhilly,19107,,Public Benefits,,Active,https://fight.org/,-75.16194112,39.94815364,9:00:00,17:00:00,,,,9:00:00,17:00:00,,,,9:00:00,17:00:00,,,,9:00:00,17:00:00,,,,9:00:00,17:00:00,,,,,,,,,,,,,,,
1381,Office of Community Empowerment and Opportunity (CEO) Mobile Benefits Unit,,215-685-3649,BenePhilly,,,Public Benefits,,Active,https://www.phila.gov/departments/office-of-community-empowerment-and-opportunity/,,,10:00:00,15:00:00,,,,10:00:00,15:00:00,,,,10:00:00,15:00:00,,,,10:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,
1382,UESF,1608 Walnut St.,215-814-6845,BenePhilly,19103,,Public Benefits,,Active,https://uesfacts.org/,-75.16812461,39.94964137,9:00:00,17:00:00,,,,9:00:00,17:00:00,,,,9:00:00,17:00:00,,,,9:00:00,17:00:00,,,,9:00:00,17:00:00,,,,,,,,,,,,,,,
1383,Aramingo WIC Office,"2401 E. Tioga St., #A-4",215-533-9597,WIC,19134,,Public Benefits,,Active,https://www.pawic.com/default.aspx,-75.09815012,39.99146028,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,,,,,,,,,,,,
1384,Lehigh WIC Office,217-33 W. Lehigh Ave.,215-634-3828,WIC,19133,,Public Benefits,,Active,https://www.pawic.com/default.aspx,-75.13551882,39.99240343,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,,,,,,,,,,,,
1385,North Philadelphia WIC Office,"2709 N. Broad St., (Rear Entrance on Park Ave., 2nd Floor)",215-229-3786,WIC,19132,,Public Benefits,,Active,https://www.pawic.com/default.aspx,-75.15409138,39.9946995,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,,,,,,,,,,,,
1386,Northeast WIC Office,7959 Bustleton Ave.,215-745-6197,WIC,19152,,Public Benefits,,Active,https://www.pawic.com/default.aspx,-75.05193378,40.05889808,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,,,,,,,,,,,,
1387,Olney/Logan WIC Office,"5751 N. Broad St., Unit 5",215-927-1950,WIC,19141,,Public Benefits,,Active,https://www.pawic.com/default.aspx,-75.14393878,40.04125241,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,,,,,,,,,,,,
1388,Overbrook WIC Office,"Overbrook Plaza, #1400, 5610 Lancaster Ave.",215-477-3360,WIC,19131,,Public Benefits,,Active,https://www.pawic.com/default.aspx,-75.23489215,39.9795656,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,,,,,,,,,,,,
1389,South Philadelphia WIC Office,1165 S. Broad St.,215-463-5571,WIC,19146,,Public Benefits,,Active,https://www.pawic.com/default.aspx,-75.16666409,39.93591439,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,,,,,,,,,,,,
1390,St. Christopher's WIC Office,"Nelson Pavilion Bldg., 160 Erie Ave.",215-427-6973,WIC,19124,,Public Benefits,,Active,https://www.pawic.com/default.aspx,-75.12701848,40.0060639,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,,,,,,,,,,,,
1391,Woodland WIC Office,1741 S. 54th St.,215-726-1142,WIC,19143,,Public Benefits,,Active,https://www.pawic.com/default.aspx,-75.21908051,39.93708154,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,,,,,,,,,,,,
1392,Germantown WIC Office,47 W. Chelten Avenue,215-714-7449,WIC,19144,,Public Benefits,,Active,https://www.pawic.com/default.aspx,-75.17608299,40.03513166,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,7:00:00,16:00:00,,,,,,,,,,,,,,,
1393,Prevention Point (Love Lot),2913 Kensington Ave.,,Office of Homeless Services,19134,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,,,,,,,,12:00:00,13:00:00,,,,,,,,,,,,,,12:00:00,13:00:00,,,,,,,,,,,,,,,
1394,Rising Sun Health Center,5675 N. Front St.,445-216-9766,PHILABUNDANCE,19120,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,10:00:00,14:00:00,,,,10:00:00,14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
1395,Brothers of Strawberry Mansion,3218 W. Susquehanna Ave.,267-568-1163,SHARE FOOD PROGRAM,19121,,Food Site,,Active,https://www.sharefoodprogram.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:30,11:30,,,Open on first and third Saturdays of the month,,,,,,,
1396,First Church of Love and Deliverance,3101 Ridge Ave.,215-769-1275,SHARE FOOD PROGRAM,19121,,Food Site,,Active,https://www.sharefoodprogram.org/,,,,,,,,,,,,,,,,,,,,,,,11:00:00,13:00:00,,,Open on first Friday of the month,,,,,,,,,,,,
